2022-06-15 10:22:54,000 [restartedMain] DEBUG    - building SimpleValue for END_TM
2022-06-15 10:22:54,000 [restartedMain] DEBUG    - Building property END_TM
2022-06-15 10:22:54,000 [restartedMain] DEBUG    - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(batch_job_status), mappingColumn=max_date, insertable=true, updatable=true, unique=false}
2022-06-15 10:22:54,000 [restartedMain] DEBUG    - MetadataSourceProcessor property MAX_DATE with lazy=false
2022-06-15 10:22:54,000 [restartedMain] DEBUG    - Attempting to locate auto-apply AttributeConverter for property [batchEmail.dbTable.Batch_Job_Status:MAX_DATE]
2022-06-15 10:22:54,000 [restartedMain] DEBUG    - building SimpleValue for MAX_DATE
2022-06-15 10:22:54,000 [restartedMain] DEBUG    - Building property MAX_DATE
2022-06-15 10:22:54,000 [restartedMain] DEBUG    - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(batch_job_status), mappingColumn=send_mail_content, insertable=true, updatable=true, unique=false}
2022-06-15 10:22:54,000 [restartedMain] DEBUG    - MetadataSourceProcessor property SEND_MAIL_CONTENT with lazy=false
2022-06-15 10:22:54,001 [restartedMain] DEBUG    - Attempting to locate auto-apply AttributeConverter for property [batchEmail.dbTable.Batch_Job_Status:SEND_MAIL_CONTENT]
2022-06-15 10:22:54,001 [restartedMain] DEBUG    - building SimpleValue for SEND_MAIL_CONTENT
2022-06-15 10:22:54,001 [restartedMain] DEBUG    - Building property SEND_MAIL_CONTENT
2022-06-15 10:22:54,001 [restartedMain] DEBUG    - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(batch_job_status), mappingColumn=send_mail_flag, insertable=true, updatable=true, unique=false}
2022-06-15 10:22:54,001 [restartedMain] DEBUG    - MetadataSourceProcessor property SEND_MAIL_FLAG with lazy=false
2022-06-15 10:22:54,002 [restartedMain] DEBUG    - Attempting to locate auto-apply AttributeConverter for property [batchEmail.dbTable.Batch_Job_Status:SEND_MAIL_FLAG]
2022-06-15 10:22:54,002 [restartedMain] DEBUG    - building SimpleValue for SEND_MAIL_FLAG
2022-06-15 10:22:54,002 [restartedMain] DEBUG    - Building property SEND_MAIL_FLAG
2022-06-15 10:22:54,002 [restartedMain] DEBUG    - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(batch_job_status), mappingColumn=send_mail_object, insertable=true, updatable=true, unique=false}
2022-06-15 10:22:54,002 [restartedMain] DEBUG    - MetadataSourceProcessor property SEND_MAIL_OBJECT with lazy=false
2022-06-15 10:22:54,002 [restartedMain] DEBUG    - Attempting to locate auto-apply AttributeConverter for property [batchEmail.dbTable.Batch_Job_Status:SEND_MAIL_OBJECT]
2022-06-15 10:22:54,002 [restartedMain] DEBUG    - building SimpleValue for SEND_MAIL_OBJECT
2022-06-15 10:22:54,003 [restartedMain] DEBUG    - Building property SEND_MAIL_OBJECT
2022-06-15 10:22:54,003 [restartedMain] DEBUG    - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(batch_job_status), mappingColumn=send_mail_subject, insertable=true, updatable=true, unique=false}
